Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-inf	nan	0.35384	0.79133	-inf	nan
0.32069	-inf	nan	-0.22113	1.42918	-inf	nan
0.34138	nan	nan	-0.53128	1.82187	nan	nan
0.36207	nan	nan	-0.56078	1.84830	nan	nan
0.38276	nan	nan	-0.32050	1.53202	nan	nan
0.40345	nan	nan	0.66772	0.44979	nan	nan
0.42414	nan	nan	0.66683	0.44625	nan	nan
0.44483	nan	nan	0.79171	0.31536	nan	nan
0.46552	nan	nan	0.72955	0.35470	nan	nan
0.48621	nan	nan	0.63309	0.45106	nan	nan
0.50690	nan	nan	0.72950	0.32906	nan	nan
0.52759	nan	nan	0.74057	0.31096	nan	nan
0.54828	nan	nan	0.75266	0.29822	nan	nan
0.56897	nan	nan	0.77724	0.25678	nan	nan
0.58966	nan	nan	0.79305	0.23313	nan	nan
0.61034	-0.50000	2.52488	0.79305	0.23313	-1.29305	2.53562
0.63103	-0.50000	2.52488	0.49956	0.63595	-0.99956	2.60373
0.65172	-0.50000	2.52488	-0.23148	1.50350	-0.26852	2.93862
0.67241	-0.50000	2.52488	-0.23148	1.50350	-0.26852	2.93862
0.69310	-0.50000	2.52488	-0.36279	1.69659	-0.13721	3.04194
0.71379	-0.50000	2.52488	-0.36279	1.69659	-0.13721	3.04194
0.73448	-2.00000	4.58258	-1.06123	2.58378	-0.93877	5.26079
0.75517	-2.00000	4.58258	-1.06123	2.58378	-0.93877	5.26079
0.77586	-2.00000	4.58258	-1.20199	2.91186	-0.79801	5.42945
0.79655	-2.00000	4.58258	-1.30357	3.01983	-0.69643	5.48811
0.81724	-2.00000	4.58258	-1.45731	3.11338	-0.54269	5.54014
0.83793	-2.00000	4.58258	-0.56195	1.96034	-1.43805	4.98427
0.85862	-5.00000	8.66025	-1.73013	3.11706	-3.26987	9.20413
0.87931	-5.00000	8.66025	-1.33747	2.57782	-3.66253	9.03577
0.90000	-inf	nan	-1.38443	2.28574	-inf	nan
