Boundary	Data 2SVJ_NonClosure	Data 2SVJ_NC_err	Background MC 2SVJ_NonClosure	Background MC 2SVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	0.49798	0.12195	0.46077	0.22761	0.03721	0.25822
0.32069	0.48128	0.12417	0.50253	0.20584	-0.02124	0.24040
0.34138	0.49270	0.11707	0.47401	0.22128	0.01869	0.25034
0.36207	0.47974	0.12074	0.46913	0.21612	0.01061	0.24756
0.38276	0.41463	0.13503	0.49089	0.21012	-0.07625	0.24977
0.40345	0.33323	0.15282	0.44777	0.23029	-0.11453	0.27639
0.42414	0.35668	0.14518	0.39890	0.25336	-0.04223	0.29201
0.44483	0.36287	0.14812	-0.27270	0.77201	0.63558	0.78609
0.46552	0.29623	0.15927	-0.41156	0.82635	0.70780	0.84156
0.48621	0.26324	0.16683	-0.26927	0.74813	0.53251	0.76651
0.50690	0.23730	0.17442	-0.29111	0.75427	0.52841	0.77417
0.52759	0.23619	0.17306	-0.30826	0.73878	0.54445	0.75878
0.54828	0.22969	0.17984	-0.34781	0.75836	0.57751	0.77939
0.56897	0.21816	0.18735	-0.33547	0.73691	0.55363	0.76035
0.58966	-0.13144	0.28486	-0.21373	0.66006	0.08229	0.71890
0.61034	-0.21618	0.29878	-0.13435	0.60908	-0.08183	0.67842
0.63103	-0.06299	0.25545	-0.14945	0.60469	0.08645	0.65643
0.65172	-0.11543	0.26907	-0.09898	0.59146	-0.01645	0.64978
0.67241	-0.19860	0.29337	-0.03184	0.57037	-0.16675	0.64139
0.69310	-0.42389	0.35016	-0.03217	0.56741	-0.39172	0.66676
0.71379	-0.39887	0.33964	0.49529	0.18355	-0.89416	0.38607
0.73448	-0.19103	0.28339	0.49930	0.17995	-0.69033	0.33569
0.75517	-0.31273	0.31238	0.50044	0.17750	-0.81317	0.35929
0.77586	-0.20519	0.28603	0.46211	0.19030	-0.66731	0.34355
0.79655	-0.20776	0.28274	0.45715	0.18938	-0.66491	0.34031
0.81724	-0.25113	0.28758	0.47008	0.18321	-0.72121	0.34098
0.83793	-0.15171	0.25589	0.49899	0.17194	-0.65070	0.30829
0.85862	-0.15136	0.24564	0.47991	0.17455	-0.63127	0.30134
0.87931	-0.02725	0.21616	0.41828	0.18932	-0.44552	0.28734
0.90000	-0.26342	0.23381	0.15771	0.35640	-0.42113	0.42625
