Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	-0.04762	0.69657	0.03183	0.60984	-0.07945	0.92581
0.32069	-0.05769	0.66292	-0.00366	0.61327	-0.05403	0.90309
0.34138	0.05556	0.53420	-0.01750	0.60889	0.07305	0.81002
0.36207	-0.11176	0.62650	-0.03249	0.61069	-0.07927	0.87489
0.38276	-1.10000	1.10244	-0.24331	0.70312	-0.85669	1.30757
0.40345	-1.60000	1.35548	-0.18286	0.64440	-1.41714	1.50086
0.42414	-1.74126	1.43746	0.21599	0.43384	-1.95725	1.50151
0.44483	-2.71429	2.00857	0.10335	0.48314	-2.81764	2.06586
0.46552	-2.43056	1.78800	0.06675	0.49990	-2.49731	1.85657
0.48621	-3.36090	2.30746	0.17431	0.41944	-3.53522	2.34527
0.50690	-1.63889	1.21548	0.27360	0.34081	-1.91249	1.26236
0.52759	-1.12121	0.92630	0.35777	0.29717	-1.47898	0.97280
0.54828	-1.08696	0.85661	0.44598	0.24857	-1.53294	0.89195
0.56897	-0.58242	0.62405	0.47026	0.23029	-1.05268	0.66519
0.58966	-0.75926	0.65437	0.43908	0.23656	-1.19834	0.69582
0.61034	-0.84889	0.67662	0.25513	0.30111	-1.10402	0.74060
0.63103	-0.75066	0.62694	0.21693	0.30453	-0.96760	0.69699
0.65172	-0.25253	0.43550	0.18036	0.31037	-0.43288	0.53478
0.67241	-0.26850	0.40270	0.11661	0.31036	-0.38511	0.50842
0.69310	-0.22727	0.37777	0.03524	0.33096	-0.26251	0.50224
0.71379	0.02537	0.29229	-0.02870	0.34338	0.05406	0.45093
0.73448	-0.01968	0.29810	0.03735	0.31437	-0.05703	0.43323
0.75517	-0.12721	0.31791	0.12024	0.27755	-0.24745	0.42202
0.77586	-0.10276	0.29307	-0.11279	0.43027	0.01003	0.52060
0.79655	-0.11291	0.28454	-0.14497	0.43300	0.03206	0.51813
0.81724	-0.00180	0.24392	-0.26215	0.43877	0.26035	0.50202
0.83793	-0.02358	0.23188	-0.31025	0.41447	0.28667	0.47492
0.85862	-0.00870	0.21883	-0.36665	0.41288	0.35796	0.46729
0.87931	0.11235	0.18144	-0.26769	0.46560	0.38004	0.49971
0.90000	0.05765	0.18535	0.00422	0.37132	0.05343	0.41501
