Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.02015	0.06723	-0.04215	0.12461	0.02200	0.14159
225.86207	-0.02410	0.06718	-0.04141	0.12332	0.01732	0.14043
226.72414	-0.03333	0.06419	-0.07335	0.12103	0.04003	0.13700
227.58621	-0.03743	0.06391	-0.11040	0.12497	0.07297	0.14037
228.44828	-0.02899	0.06304	-0.17197	0.13210	0.14298	0.14637
229.31034	-0.04383	0.06361	-0.14455	0.12991	0.10072	0.14465
230.17241	-0.05007	0.06365	-0.15625	0.13039	0.10618	0.14510
231.03448	-0.04015	0.06306	-0.06002	0.12584	0.01987	0.14076
231.89655	-0.02637	0.06192	-0.05327	0.12456	0.02690	0.13910
232.75862	-0.03598	0.06204	-0.03161	0.12177	-0.00437	0.13667
233.62069	-0.02069	0.05754	-0.02826	0.11332	0.00757	0.12709
234.48276	-0.02798	0.05770	-0.03992	0.11413	0.01194	0.12789
235.34483	-0.01002	0.05648	-0.00769	0.10993	-0.00233	0.12359
236.20690	-0.01522	0.05661	-0.01399	0.11016	-0.00123	0.12386
237.06897	-0.00692	0.05601	-0.01984	0.11056	0.01292	0.12394
237.93103	0.00631	0.05516	-0.00817	0.10938	0.01448	0.12250
238.79310	0.01059	0.05485	-0.01041	0.10961	0.02100	0.12257
239.65517	0.03182	0.05366	-0.02072	0.11106	0.05254	0.12335
240.51724	0.02697	0.05188	-0.00860	0.10345	0.03556	0.11573
241.37931	0.03594	0.05157	0.00838	0.10290	0.02755	0.11510
242.24138	0.03097	0.05425	0.05578	0.10908	-0.02481	0.12183
243.10345	0.03831	0.05425	0.03734	0.11368	0.00097	0.12596
243.96552	0.04317	0.05450	0.04832	0.11525	-0.00515	0.12749
244.82759	0.04818	0.05497	0.08228	0.11439	-0.03410	0.12692
245.68966	0.05636	0.05556	0.02975	0.12420	0.02660	0.13606
246.55172	0.02164	0.05924	0.03541	0.12738	-0.01377	0.14048
247.41379	-0.03046	0.06212	-0.04467	0.13730	0.01422	0.15070
248.27586	-0.01851	0.06435	-0.03189	0.14785	0.01337	0.16125
249.13793	-0.03442	0.07106	-0.03985	0.16706	0.00544	0.18155
250.00000	-0.07471	0.09974	0.09007	0.17406	-0.16478	0.20062
